(400, 13) (100, 13)
train_loss=0.730, state pred rel l2 error: 0.153, cumulative reward pred abs error: 0.644
train_loss=0.736, state pred rel l2 error: 0.157, cumulative reward pred abs error: 0.641
train_loss=0.725, state pred rel l2 error: 0.148, cumulative reward pred abs error: 0.637
train_loss=0.737, state pred rel l2 error: 0.151, cumulative reward pred abs error: 0.633
train_loss=0.723, state pred rel l2 error: 0.145, cumulative reward pred abs error: 0.629
train_loss=0.714, state pred rel l2 error: 0.169, cumulative reward pred abs error: 0.625
train_loss=0.710, state pred rel l2 error: 0.154, cumulative reward pred abs error: 0.621
train_loss=0.707, state pred rel l2 error: 0.158, cumulative reward pred abs error: 0.617
train_loss=0.704, state pred rel l2 error: 0.153, cumulative reward pred abs error: 0.614
train_loss=0.717, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.609
train_loss=0.701, state pred rel l2 error: 0.230, cumulative reward pred abs error: 0.605
train_loss=0.702, state pred rel l2 error: 0.141, cumulative reward pred abs error: 0.601
train_loss=0.687, state pred rel l2 error: 0.144, cumulative reward pred abs error: 0.597
train_loss=0.678, state pred rel l2 error: 0.142, cumulative reward pred abs error: 0.592
train_loss=0.675, state pred rel l2 error: 0.152, cumulative reward pred abs error: 0.588
train_loss=0.670, state pred rel l2 error: 0.151, cumulative reward pred abs error: 0.584
train_loss=0.669, state pred rel l2 error: 0.159, cumulative reward pred abs error: 0.579
train_loss=0.669, state pred rel l2 error: 0.159, cumulative reward pred abs error: 0.575
train_loss=0.672, state pred rel l2 error: 0.158, cumulative reward pred abs error: 0.570
train_loss=0.654, state pred rel l2 error: 0.147, cumulative reward pred abs error: 0.566
train_loss=0.668, state pred rel l2 error: 0.146, cumulative reward pred abs error: 0.562
train_loss=0.649, state pred rel l2 error: 0.148, cumulative reward pred abs error: 0.557
train_loss=0.653, state pred rel l2 error: 0.155, cumulative reward pred abs error: 0.552
train_loss=0.635, state pred rel l2 error: 0.134, cumulative reward pred abs error: 0.547
train_loss=0.648, state pred rel l2 error: 0.147, cumulative reward pred abs error: 0.543
train_loss=0.629, state pred rel l2 error: 0.134, cumulative reward pred abs error: 0.537
train_loss=0.626, state pred rel l2 error: 0.160, cumulative reward pred abs error: 0.532
train_loss=0.621, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.528
train_loss=0.622, state pred rel l2 error: 0.146, cumulative reward pred abs error: 0.522
train_loss=0.610, state pred rel l2 error: 0.147, cumulative reward pred abs error: 0.517
train_loss=0.611, state pred rel l2 error: 0.143, cumulative reward pred abs error: 0.512
train_loss=0.612, state pred rel l2 error: 0.133, cumulative reward pred abs error: 0.506
train_loss=0.605, state pred rel l2 error: 0.140, cumulative reward pred abs error: 0.501
train_loss=0.595, state pred rel l2 error: 0.133, cumulative reward pred abs error: 0.496
train_loss=0.590, state pred rel l2 error: 0.133, cumulative reward pred abs error: 0.490
train_loss=0.583, state pred rel l2 error: 0.146, cumulative reward pred abs error: 0.484
train_loss=0.581, state pred rel l2 error: 0.146, cumulative reward pred abs error: 0.478
train_loss=0.574, state pred rel l2 error: 0.144, cumulative reward pred abs error: 0.473
train_loss=0.583, state pred rel l2 error: 0.144, cumulative reward pred abs error: 0.468
train_loss=0.566, state pred rel l2 error: 0.141, cumulative reward pred abs error: 0.462
train_loss=0.560, state pred rel l2 error: 0.147, cumulative reward pred abs error: 0.456
train_loss=0.553, state pred rel l2 error: 0.143, cumulative reward pred abs error: 0.449
train_loss=0.548, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.444
train_loss=0.549, state pred rel l2 error: 0.143, cumulative reward pred abs error: 0.437
train_loss=0.539, state pred rel l2 error: 0.140, cumulative reward pred abs error: 0.431
train_loss=0.532, state pred rel l2 error: 0.147, cumulative reward pred abs error: 0.424
train_loss=0.531, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.419
train_loss=0.526, state pred rel l2 error: 0.141, cumulative reward pred abs error: 0.413
train_loss=0.515, state pred rel l2 error: 0.138, cumulative reward pred abs error: 0.407
train_loss=0.513, state pred rel l2 error: 0.148, cumulative reward pred abs error: 0.401
train_loss=0.503, state pred rel l2 error: 0.130, cumulative reward pred abs error: 0.394
train_loss=0.508, state pred rel l2 error: 0.140, cumulative reward pred abs error: 0.387
train_loss=0.502, state pred rel l2 error: 0.160, cumulative reward pred abs error: 0.380
train_loss=0.484, state pred rel l2 error: 0.165, cumulative reward pred abs error: 0.373
train_loss=0.497, state pred rel l2 error: 0.169, cumulative reward pred abs error: 0.367
train_loss=0.475, state pred rel l2 error: 0.133, cumulative reward pred abs error: 0.362
train_loss=0.467, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.355
train_loss=0.467, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.349
train_loss=0.462, state pred rel l2 error: 0.160, cumulative reward pred abs error: 0.343
train_loss=0.448, state pred rel l2 error: 0.164, cumulative reward pred abs error: 0.336
train_loss=0.455, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.330
train_loss=0.446, state pred rel l2 error: 0.168, cumulative reward pred abs error: 0.324
train_loss=0.441, state pred rel l2 error: 0.153, cumulative reward pred abs error: 0.317
train_loss=0.431, state pred rel l2 error: 0.160, cumulative reward pred abs error: 0.312
train_loss=0.426, state pred rel l2 error: 0.149, cumulative reward pred abs error: 0.308
train_loss=0.422, state pred rel l2 error: 0.145, cumulative reward pred abs error: 0.302
train_loss=0.416, state pred rel l2 error: 0.176, cumulative reward pred abs error: 0.296
train_loss=0.410, state pred rel l2 error: 0.146, cumulative reward pred abs error: 0.293
train_loss=0.402, state pred rel l2 error: 0.175, cumulative reward pred abs error: 0.288
train_loss=0.398, state pred rel l2 error: 0.135, cumulative reward pred abs error: 0.285
train_loss=0.393, state pred rel l2 error: 0.153, cumulative reward pred abs error: 0.282
train_loss=0.406, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.279
train_loss=0.387, state pred rel l2 error: 0.138, cumulative reward pred abs error: 0.276
train_loss=0.397, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.273
train_loss=0.376, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.270
train_loss=0.385, state pred rel l2 error: 0.152, cumulative reward pred abs error: 0.268
train_loss=0.381, state pred rel l2 error: 0.145, cumulative reward pred abs error: 0.266
train_loss=0.371, state pred rel l2 error: 0.162, cumulative reward pred abs error: 0.263
train_loss=0.383, state pred rel l2 error: 0.170, cumulative reward pred abs error: 0.260
train_loss=0.374, state pred rel l2 error: 0.164, cumulative reward pred abs error: 0.259
train_loss=0.367, state pred rel l2 error: 0.168, cumulative reward pred abs error: 0.257
train_loss=0.361, state pred rel l2 error: 0.131, cumulative reward pred abs error: 0.254
train_loss=0.366, state pred rel l2 error: 0.161, cumulative reward pred abs error: 0.253
train_loss=0.358, state pred rel l2 error: 0.136, cumulative reward pred abs error: 0.251
train_loss=0.399, state pred rel l2 error: 0.132, cumulative reward pred abs error: 0.249
train_loss=0.362, state pred rel l2 error: 0.139, cumulative reward pred abs error: 0.247
train_loss=0.363, state pred rel l2 error: 0.138, cumulative reward pred abs error: 0.247
train_loss=0.357, state pred rel l2 error: 0.154, cumulative reward pred abs error: 0.246
train_loss=0.361, state pred rel l2 error: 0.136, cumulative reward pred abs error: 0.245
train_loss=0.375, state pred rel l2 error: 0.164, cumulative reward pred abs error: 0.244
train_loss=0.366, state pred rel l2 error: 0.157, cumulative reward pred abs error: 0.241
train_loss=0.370, state pred rel l2 error: 0.155, cumulative reward pred abs error: 0.240
train_loss=0.367, state pred rel l2 error: 0.151, cumulative reward pred abs error: 0.239
train_loss=0.364, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.237
train_loss=0.351, state pred rel l2 error: 0.145, cumulative reward pred abs error: 0.235
train_loss=0.360, state pred rel l2 error: 0.152, cumulative reward pred abs error: 0.236
train_loss=0.358, state pred rel l2 error: 0.151, cumulative reward pred abs error: 0.234
train_loss=0.359, state pred rel l2 error: 0.229, cumulative reward pred abs error: 0.234
train_loss=0.354, state pred rel l2 error: 0.151, cumulative reward pred abs error: 0.232
train_loss=0.376, state pred rel l2 error: 0.142, cumulative reward pred abs error: 0.230
train_loss=0.359, state pred rel l2 error: 0.151, cumulative reward pred abs error: 0.229
train_loss=0.345, state pred rel l2 error: 0.145, cumulative reward pred abs error: 0.227
train_loss=0.358, state pred rel l2 error: 0.178, cumulative reward pred abs error: 0.225
train_loss=0.345, state pred rel l2 error: 0.152, cumulative reward pred abs error: 0.224
train_loss=0.358, state pred rel l2 error: 0.142, cumulative reward pred abs error: 0.223
train_loss=0.356, state pred rel l2 error: 0.150, cumulative reward pred abs error: 0.222
train_loss=0.360, state pred rel l2 error: 0.199, cumulative reward pred abs error: 0.221
train_loss=0.344, state pred rel l2 error: 0.138, cumulative reward pred abs error: 0.220
train_loss=0.338, state pred rel l2 error: 0.173, cumulative reward pred abs error: 0.218
train_loss=0.336, state pred rel l2 error: 0.155, cumulative reward pred abs error: 0.217
train_loss=0.340, state pred rel l2 error: 0.197, cumulative reward pred abs error: 0.216
train_loss=0.333, state pred rel l2 error: 0.193, cumulative reward pred abs error: 0.216
train_loss=0.333, state pred rel l2 error: 0.144, cumulative reward pred abs error: 0.215
train_loss=0.329, state pred rel l2 error: 0.132, cumulative reward pred abs error: 0.211
train_loss=0.340, state pred rel l2 error: 0.130, cumulative reward pred abs error: 0.211
train_loss=0.346, state pred rel l2 error: 0.134, cumulative reward pred abs error: 0.211
train_loss=0.331, state pred rel l2 error: 0.138, cumulative reward pred abs error: 0.209
train_loss=0.326, state pred rel l2 error: 0.141, cumulative reward pred abs error: 0.209
train_loss=0.327, state pred rel l2 error: 0.151, cumulative reward pred abs error: 0.207
train_loss=0.330, state pred rel l2 error: 0.141, cumulative reward pred abs error: 0.207
train_loss=0.324, state pred rel l2 error: 0.147, cumulative reward pred abs error: 0.206
train_loss=0.330, state pred rel l2 error: 0.132, cumulative reward pred abs error: 0.205
train_loss=0.329, state pred rel l2 error: 0.134, cumulative reward pred abs error: 0.205
train_loss=0.332, state pred rel l2 error: 0.170, cumulative reward pred abs error: 0.205
train_loss=0.317, state pred rel l2 error: 0.154, cumulative reward pred abs error: 0.204
train_loss=0.318, state pred rel l2 error: 0.261, cumulative reward pred abs error: 0.204
train_loss=0.331, state pred rel l2 error: 0.126, cumulative reward pred abs error: 0.201
train_loss=0.358, state pred rel l2 error: 0.132, cumulative reward pred abs error: 0.199
train_loss=0.338, state pred rel l2 error: 0.149, cumulative reward pred abs error: 0.198
train_loss=0.319, state pred rel l2 error: 0.123, cumulative reward pred abs error: 0.198
train_loss=0.326, state pred rel l2 error: 0.135, cumulative reward pred abs error: 0.196
train_loss=0.311, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.195
train_loss=0.311, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.194
train_loss=0.316, state pred rel l2 error: 0.160, cumulative reward pred abs error: 0.194
train_loss=0.375, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.192
train_loss=0.317, state pred rel l2 error: 0.143, cumulative reward pred abs error: 0.193
train_loss=0.320, state pred rel l2 error: 0.146, cumulative reward pred abs error: 0.192
train_loss=0.322, state pred rel l2 error: 0.149, cumulative reward pred abs error: 0.192
train_loss=0.327, state pred rel l2 error: 0.234, cumulative reward pred abs error: 0.192
train_loss=0.317, state pred rel l2 error: 0.174, cumulative reward pred abs error: 0.189
train_loss=0.327, state pred rel l2 error: 0.151, cumulative reward pred abs error: 0.189
train_loss=0.314, state pred rel l2 error: 0.170, cumulative reward pred abs error: 0.188
train_loss=0.332, state pred rel l2 error: 0.152, cumulative reward pred abs error: 0.186
train_loss=0.306, state pred rel l2 error: 0.172, cumulative reward pred abs error: 0.184
train_loss=0.299, state pred rel l2 error: 0.155, cumulative reward pred abs error: 0.183
train_loss=0.321, state pred rel l2 error: 0.133, cumulative reward pred abs error: 0.182
train_loss=0.310, state pred rel l2 error: 0.211, cumulative reward pred abs error: 0.181
train_loss=0.313, state pred rel l2 error: 0.119, cumulative reward pred abs error: 0.182
train_loss=0.371, state pred rel l2 error: 0.127, cumulative reward pred abs error: 0.181
train_loss=0.327, state pred rel l2 error: 0.135, cumulative reward pred abs error: 0.179
train_loss=0.324, state pred rel l2 error: 0.144, cumulative reward pred abs error: 0.178
train_loss=0.300, state pred rel l2 error: 0.186, cumulative reward pred abs error: 0.177
train_loss=0.352, state pred rel l2 error: 0.149, cumulative reward pred abs error: 0.177
train_loss=0.325, state pred rel l2 error: 0.211, cumulative reward pred abs error: 0.176
train_loss=0.319, state pred rel l2 error: 0.141, cumulative reward pred abs error: 0.174
train_loss=0.311, state pred rel l2 error: 0.130, cumulative reward pred abs error: 0.174
train_loss=0.311, state pred rel l2 error: 0.128, cumulative reward pred abs error: 0.173
train_loss=0.336, state pred rel l2 error: 0.131, cumulative reward pred abs error: 0.172
train_loss=0.306, state pred rel l2 error: 0.142, cumulative reward pred abs error: 0.172
train_loss=0.296, state pred rel l2 error: 0.122, cumulative reward pred abs error: 0.172
train_loss=0.310, state pred rel l2 error: 0.164, cumulative reward pred abs error: 0.172
train_loss=0.296, state pred rel l2 error: 0.177, cumulative reward pred abs error: 0.171
train_loss=0.314, state pred rel l2 error: 0.136, cumulative reward pred abs error: 0.169
train_loss=0.317, state pred rel l2 error: 0.286, cumulative reward pred abs error: 0.169
train_loss=0.321, state pred rel l2 error: 0.134, cumulative reward pred abs error: 0.168
train_loss=0.284, state pred rel l2 error: 0.171, cumulative reward pred abs error: 0.167
train_loss=0.295, state pred rel l2 error: 0.132, cumulative reward pred abs error: 0.166
train_loss=0.287, state pred rel l2 error: 0.147, cumulative reward pred abs error: 0.165
train_loss=0.305, state pred rel l2 error: 0.145, cumulative reward pred abs error: 0.164
train_loss=0.292, state pred rel l2 error: 0.165, cumulative reward pred abs error: 0.164
train_loss=0.297, state pred rel l2 error: 0.140, cumulative reward pred abs error: 0.163
train_loss=0.300, state pred rel l2 error: 0.153, cumulative reward pred abs error: 0.162
train_loss=0.286, state pred rel l2 error: 0.153, cumulative reward pred abs error: 0.162
train_loss=0.313, state pred rel l2 error: 0.136, cumulative reward pred abs error: 0.161
train_loss=0.280, state pred rel l2 error: 0.153, cumulative reward pred abs error: 0.160
train_loss=0.293, state pred rel l2 error: 0.128, cumulative reward pred abs error: 0.159
train_loss=0.305, state pred rel l2 error: 0.124, cumulative reward pred abs error: 0.159
train_loss=0.325, state pred rel l2 error: 0.119, cumulative reward pred abs error: 0.159
train_loss=0.275, state pred rel l2 error: 0.129, cumulative reward pred abs error: 0.158
train_loss=0.279, state pred rel l2 error: 0.166, cumulative reward pred abs error: 0.157
train_loss=0.280, state pred rel l2 error: 0.147, cumulative reward pred abs error: 0.156
train_loss=0.298, state pred rel l2 error: 0.145, cumulative reward pred abs error: 0.156
train_loss=0.272, state pred rel l2 error: 0.151, cumulative reward pred abs error: 0.155
