(400, 22) (100, 22)
train_loss=5.557, state pred rel l2 error: 0.790, cumulative reward pred abs error: 0.256
train_loss=5.667, state pred rel l2 error: 0.777, cumulative reward pred abs error: 0.256
train_loss=5.636, state pred rel l2 error: 0.818, cumulative reward pred abs error: 0.256
train_loss=5.477, state pred rel l2 error: 0.794, cumulative reward pred abs error: 0.255
train_loss=5.835, state pred rel l2 error: 0.758, cumulative reward pred abs error: 0.255
train_loss=5.769, state pred rel l2 error: 0.810, cumulative reward pred abs error: 0.255
train_loss=5.529, state pred rel l2 error: 0.735, cumulative reward pred abs error: 0.255
train_loss=6.005, state pred rel l2 error: 0.770, cumulative reward pred abs error: 0.255
train_loss=5.530, state pred rel l2 error: 0.827, cumulative reward pred abs error: 0.254
train_loss=5.688, state pred rel l2 error: 0.792, cumulative reward pred abs error: 0.253
train_loss=5.492, state pred rel l2 error: 0.759, cumulative reward pred abs error: 0.253
train_loss=5.540, state pred rel l2 error: 0.747, cumulative reward pred abs error: 0.253
train_loss=5.385, state pred rel l2 error: 0.765, cumulative reward pred abs error: 0.253
train_loss=5.487, state pred rel l2 error: 0.697, cumulative reward pred abs error: 0.253
train_loss=5.306, state pred rel l2 error: 0.736, cumulative reward pred abs error: 0.252
train_loss=5.419, state pred rel l2 error: 0.721, cumulative reward pred abs error: 0.252
train_loss=5.642, state pred rel l2 error: 0.719, cumulative reward pred abs error: 0.252
train_loss=5.537, state pred rel l2 error: 0.735, cumulative reward pred abs error: 0.252
train_loss=5.408, state pred rel l2 error: 0.707, cumulative reward pred abs error: 0.252
train_loss=5.204, state pred rel l2 error: 0.667, cumulative reward pred abs error: 0.252
train_loss=5.382, state pred rel l2 error: 0.689, cumulative reward pred abs error: 0.251
train_loss=5.298, state pred rel l2 error: 0.734, cumulative reward pred abs error: 0.250
train_loss=5.402, state pred rel l2 error: 0.659, cumulative reward pred abs error: 0.251
train_loss=5.584, state pred rel l2 error: 0.682, cumulative reward pred abs error: 0.251
train_loss=5.386, state pred rel l2 error: 0.692, cumulative reward pred abs error: 0.251
train_loss=5.280, state pred rel l2 error: 0.637, cumulative reward pred abs error: 0.251
train_loss=5.308, state pred rel l2 error: 0.657, cumulative reward pred abs error: 0.250
train_loss=5.177, state pred rel l2 error: 0.624, cumulative reward pred abs error: 0.250
train_loss=5.042, state pred rel l2 error: 0.644, cumulative reward pred abs error: 0.250
train_loss=5.139, state pred rel l2 error: 0.670, cumulative reward pred abs error: 0.250
train_loss=5.246, state pred rel l2 error: 0.607, cumulative reward pred abs error: 0.250
train_loss=5.051, state pred rel l2 error: 0.619, cumulative reward pred abs error: 0.249
train_loss=4.941, state pred rel l2 error: 0.608, cumulative reward pred abs error: 0.249
train_loss=5.045, state pred rel l2 error: 0.613, cumulative reward pred abs error: 0.249
train_loss=5.141, state pred rel l2 error: 0.591, cumulative reward pred abs error: 0.248
train_loss=5.345, state pred rel l2 error: 0.639, cumulative reward pred abs error: 0.247
train_loss=5.052, state pred rel l2 error: 0.591, cumulative reward pred abs error: 0.247
train_loss=5.239, state pred rel l2 error: 0.619, cumulative reward pred abs error: 0.248
train_loss=5.075, state pred rel l2 error: 0.586, cumulative reward pred abs error: 0.248
train_loss=4.986, state pred rel l2 error: 0.564, cumulative reward pred abs error: 0.247
train_loss=5.055, state pred rel l2 error: 0.546, cumulative reward pred abs error: 0.247
train_loss=5.000, state pred rel l2 error: 0.598, cumulative reward pred abs error: 0.246
train_loss=4.802, state pred rel l2 error: 0.575, cumulative reward pred abs error: 0.247
train_loss=4.822, state pred rel l2 error: 0.560, cumulative reward pred abs error: 0.246
train_loss=4.924, state pred rel l2 error: 0.542, cumulative reward pred abs error: 0.245
train_loss=4.645, state pred rel l2 error: 0.548, cumulative reward pred abs error: 0.245
train_loss=5.039, state pred rel l2 error: 0.526, cumulative reward pred abs error: 0.245
train_loss=4.797, state pred rel l2 error: 0.527, cumulative reward pred abs error: 0.244
train_loss=4.801, state pred rel l2 error: 0.529, cumulative reward pred abs error: 0.244
train_loss=4.866, state pred rel l2 error: 0.514, cumulative reward pred abs error: 0.245
train_loss=4.746, state pred rel l2 error: 0.525, cumulative reward pred abs error: 0.244
train_loss=4.713, state pred rel l2 error: 0.528, cumulative reward pred abs error: 0.243
train_loss=4.718, state pred rel l2 error: 0.529, cumulative reward pred abs error: 0.243
train_loss=4.838, state pred rel l2 error: 0.516, cumulative reward pred abs error: 0.243
train_loss=4.926, state pred rel l2 error: 0.511, cumulative reward pred abs error: 0.243
train_loss=4.704, state pred rel l2 error: 0.502, cumulative reward pred abs error: 0.242
train_loss=4.875, state pred rel l2 error: 0.539, cumulative reward pred abs error: 0.242
train_loss=5.009, state pred rel l2 error: 0.520, cumulative reward pred abs error: 0.242
train_loss=4.729, state pred rel l2 error: 0.506, cumulative reward pred abs error: 0.242
train_loss=4.829, state pred rel l2 error: 0.518, cumulative reward pred abs error: 0.241
train_loss=4.662, state pred rel l2 error: 0.494, cumulative reward pred abs error: 0.241
train_loss=4.814, state pred rel l2 error: 0.507, cumulative reward pred abs error: 0.241
train_loss=4.625, state pred rel l2 error: 0.495, cumulative reward pred abs error: 0.241
train_loss=4.713, state pred rel l2 error: 0.487, cumulative reward pred abs error: 0.241
train_loss=4.626, state pred rel l2 error: 0.501, cumulative reward pred abs error: 0.241
train_loss=4.648, state pred rel l2 error: 0.504, cumulative reward pred abs error: 0.241
train_loss=4.932, state pred rel l2 error: 0.493, cumulative reward pred abs error: 0.240
train_loss=4.933, state pred rel l2 error: 0.481, cumulative reward pred abs error: 0.239
train_loss=4.748, state pred rel l2 error: 0.478, cumulative reward pred abs error: 0.239
train_loss=4.920, state pred rel l2 error: 0.478, cumulative reward pred abs error: 0.239
train_loss=4.541, state pred rel l2 error: 0.493, cumulative reward pred abs error: 0.239
train_loss=4.622, state pred rel l2 error: 0.468, cumulative reward pred abs error: 0.238
train_loss=4.617, state pred rel l2 error: 0.462, cumulative reward pred abs error: 0.238
train_loss=4.481, state pred rel l2 error: 0.478, cumulative reward pred abs error: 0.238
train_loss=4.709, state pred rel l2 error: 0.464, cumulative reward pred abs error: 0.237
train_loss=4.434, state pred rel l2 error: 0.465, cumulative reward pred abs error: 0.237
train_loss=4.608, state pred rel l2 error: 0.456, cumulative reward pred abs error: 0.236
train_loss=4.879, state pred rel l2 error: 0.481, cumulative reward pred abs error: 0.237
train_loss=4.845, state pred rel l2 error: 0.461, cumulative reward pred abs error: 0.236
train_loss=4.502, state pred rel l2 error: 0.463, cumulative reward pred abs error: 0.236
train_loss=4.569, state pred rel l2 error: 0.454, cumulative reward pred abs error: 0.236
train_loss=4.484, state pred rel l2 error: 0.455, cumulative reward pred abs error: 0.235
train_loss=4.560, state pred rel l2 error: 0.441, cumulative reward pred abs error: 0.235
train_loss=4.386, state pred rel l2 error: 0.461, cumulative reward pred abs error: 0.235
train_loss=4.527, state pred rel l2 error: 0.448, cumulative reward pred abs error: 0.234
train_loss=4.456, state pred rel l2 error: 0.444, cumulative reward pred abs error: 0.234
train_loss=4.423, state pred rel l2 error: 0.438, cumulative reward pred abs error: 0.233
train_loss=4.470, state pred rel l2 error: 0.443, cumulative reward pred abs error: 0.233
train_loss=4.528, state pred rel l2 error: 0.425, cumulative reward pred abs error: 0.233
train_loss=4.437, state pred rel l2 error: 0.445, cumulative reward pred abs error: 0.232
train_loss=4.469, state pred rel l2 error: 0.439, cumulative reward pred abs error: 0.232
train_loss=4.210, state pred rel l2 error: 0.434, cumulative reward pred abs error: 0.231
train_loss=4.366, state pred rel l2 error: 0.431, cumulative reward pred abs error: 0.231
train_loss=4.350, state pred rel l2 error: 0.416, cumulative reward pred abs error: 0.230
train_loss=4.473, state pred rel l2 error: 0.432, cumulative reward pred abs error: 0.230
train_loss=4.296, state pred rel l2 error: 0.426, cumulative reward pred abs error: 0.230
train_loss=4.869, state pred rel l2 error: 0.410, cumulative reward pred abs error: 0.230
train_loss=4.453, state pred rel l2 error: 0.409, cumulative reward pred abs error: 0.229
train_loss=4.332, state pred rel l2 error: 0.410, cumulative reward pred abs error: 0.228
train_loss=4.554, state pred rel l2 error: 0.421, cumulative reward pred abs error: 0.228
train_loss=4.378, state pred rel l2 error: 0.416, cumulative reward pred abs error: 0.228
train_loss=4.673, state pred rel l2 error: 0.403, cumulative reward pred abs error: 0.227
train_loss=4.400, state pred rel l2 error: 0.410, cumulative reward pred abs error: 0.227
train_loss=4.445, state pred rel l2 error: 0.410, cumulative reward pred abs error: 0.227
train_loss=4.529, state pred rel l2 error: 0.405, cumulative reward pred abs error: 0.226
train_loss=4.385, state pred rel l2 error: 0.409, cumulative reward pred abs error: 0.226
train_loss=4.195, state pred rel l2 error: 0.401, cumulative reward pred abs error: 0.225
train_loss=4.638, state pred rel l2 error: 0.406, cumulative reward pred abs error: 0.225
train_loss=4.401, state pred rel l2 error: 0.380, cumulative reward pred abs error: 0.225
train_loss=4.653, state pred rel l2 error: 0.391, cumulative reward pred abs error: 0.225
train_loss=4.290, state pred rel l2 error: 0.392, cumulative reward pred abs error: 0.224
train_loss=4.421, state pred rel l2 error: 0.381, cumulative reward pred abs error: 0.224
train_loss=4.202, state pred rel l2 error: 0.409, cumulative reward pred abs error: 0.223
train_loss=4.083, state pred rel l2 error: 0.389, cumulative reward pred abs error: 0.223
train_loss=4.319, state pred rel l2 error: 0.378, cumulative reward pred abs error: 0.222
train_loss=4.346, state pred rel l2 error: 0.371, cumulative reward pred abs error: 0.221
train_loss=4.346, state pred rel l2 error: 0.380, cumulative reward pred abs error: 0.221
train_loss=4.346, state pred rel l2 error: 0.382, cumulative reward pred abs error: 0.221
train_loss=4.479, state pred rel l2 error: 0.389, cumulative reward pred abs error: 0.220
train_loss=4.067, state pred rel l2 error: 0.388, cumulative reward pred abs error: 0.220
train_loss=4.207, state pred rel l2 error: 0.397, cumulative reward pred abs error: 0.219
train_loss=4.187, state pred rel l2 error: 0.361, cumulative reward pred abs error: 0.219
train_loss=4.173, state pred rel l2 error: 0.346, cumulative reward pred abs error: 0.219
train_loss=4.265, state pred rel l2 error: 0.381, cumulative reward pred abs error: 0.218
train_loss=4.233, state pred rel l2 error: 0.369, cumulative reward pred abs error: 0.217
train_loss=4.169, state pred rel l2 error: 0.370, cumulative reward pred abs error: 0.217
train_loss=4.382, state pred rel l2 error: 0.349, cumulative reward pred abs error: 0.217
train_loss=4.413, state pred rel l2 error: 0.382, cumulative reward pred abs error: 0.216
train_loss=4.574, state pred rel l2 error: 0.364, cumulative reward pred abs error: 0.215
train_loss=4.270, state pred rel l2 error: 0.368, cumulative reward pred abs error: 0.215
train_loss=4.395, state pred rel l2 error: 0.356, cumulative reward pred abs error: 0.215
train_loss=4.374, state pred rel l2 error: 0.347, cumulative reward pred abs error: 0.214
train_loss=4.226, state pred rel l2 error: 0.347, cumulative reward pred abs error: 0.213
train_loss=4.204, state pred rel l2 error: 0.366, cumulative reward pred abs error: 0.213
train_loss=4.123, state pred rel l2 error: 0.350, cumulative reward pred abs error: 0.212
train_loss=4.086, state pred rel l2 error: 0.364, cumulative reward pred abs error: 0.212
train_loss=3.961, state pred rel l2 error: 0.356, cumulative reward pred abs error: 0.211
train_loss=4.071, state pred rel l2 error: 0.331, cumulative reward pred abs error: 0.210
train_loss=4.092, state pred rel l2 error: 0.351, cumulative reward pred abs error: 0.210
train_loss=4.086, state pred rel l2 error: 0.334, cumulative reward pred abs error: 0.209
train_loss=3.906, state pred rel l2 error: 0.333, cumulative reward pred abs error: 0.208
train_loss=4.060, state pred rel l2 error: 0.311, cumulative reward pred abs error: 0.207
train_loss=4.302, state pred rel l2 error: 0.341, cumulative reward pred abs error: 0.207
train_loss=3.829, state pred rel l2 error: 0.318, cumulative reward pred abs error: 0.206
train_loss=4.033, state pred rel l2 error: 0.335, cumulative reward pred abs error: 0.206
train_loss=4.281, state pred rel l2 error: 0.321, cumulative reward pred abs error: 0.205
train_loss=4.082, state pred rel l2 error: 0.327, cumulative reward pred abs error: 0.204
train_loss=4.308, state pred rel l2 error: 0.319, cumulative reward pred abs error: 0.203
train_loss=3.872, state pred rel l2 error: 0.328, cumulative reward pred abs error: 0.203
train_loss=4.134, state pred rel l2 error: 0.306, cumulative reward pred abs error: 0.202
train_loss=3.966, state pred rel l2 error: 0.315, cumulative reward pred abs error: 0.200
train_loss=3.933, state pred rel l2 error: 0.298, cumulative reward pred abs error: 0.199
train_loss=4.317, state pred rel l2 error: 0.323, cumulative reward pred abs error: 0.199
train_loss=4.274, state pred rel l2 error: 0.291, cumulative reward pred abs error: 0.198
train_loss=4.026, state pred rel l2 error: 0.301, cumulative reward pred abs error: 0.197
train_loss=3.881, state pred rel l2 error: 0.304, cumulative reward pred abs error: 0.197
train_loss=4.050, state pred rel l2 error: 0.285, cumulative reward pred abs error: 0.195
train_loss=3.904, state pred rel l2 error: 0.299, cumulative reward pred abs error: 0.195
train_loss=3.773, state pred rel l2 error: 0.286, cumulative reward pred abs error: 0.194
train_loss=3.829, state pred rel l2 error: 0.296, cumulative reward pred abs error: 0.193
train_loss=3.908, state pred rel l2 error: 0.282, cumulative reward pred abs error: 0.192
train_loss=3.830, state pred rel l2 error: 0.287, cumulative reward pred abs error: 0.192
train_loss=3.852, state pred rel l2 error: 0.280, cumulative reward pred abs error: 0.190
train_loss=3.935, state pred rel l2 error: 0.286, cumulative reward pred abs error: 0.190
train_loss=3.697, state pred rel l2 error: 0.272, cumulative reward pred abs error: 0.190
train_loss=3.770, state pred rel l2 error: 0.284, cumulative reward pred abs error: 0.189
train_loss=4.028, state pred rel l2 error: 0.287, cumulative reward pred abs error: 0.188
train_loss=3.986, state pred rel l2 error: 0.266, cumulative reward pred abs error: 0.187
train_loss=4.046, state pred rel l2 error: 0.273, cumulative reward pred abs error: 0.187
train_loss=3.899, state pred rel l2 error: 0.256, cumulative reward pred abs error: 0.185
train_loss=3.772, state pred rel l2 error: 0.275, cumulative reward pred abs error: 0.184
train_loss=3.795, state pred rel l2 error: 0.250, cumulative reward pred abs error: 0.184
train_loss=3.999, state pred rel l2 error: 0.273, cumulative reward pred abs error: 0.183
train_loss=3.933, state pred rel l2 error: 0.241, cumulative reward pred abs error: 0.183
train_loss=3.869, state pred rel l2 error: 0.241, cumulative reward pred abs error: 0.183
train_loss=3.738, state pred rel l2 error: 0.252, cumulative reward pred abs error: 0.181
train_loss=3.647, state pred rel l2 error: 0.245, cumulative reward pred abs error: 0.181
train_loss=3.704, state pred rel l2 error: 0.261, cumulative reward pred abs error: 0.180
train_loss=3.774, state pred rel l2 error: 0.247, cumulative reward pred abs error: 0.179
train_loss=3.840, state pred rel l2 error: 0.243, cumulative reward pred abs error: 0.178
train_loss=3.611, state pred rel l2 error: 0.232, cumulative reward pred abs error: 0.177
train_loss=3.690, state pred rel l2 error: 0.246, cumulative reward pred abs error: 0.177
train_loss=3.474, state pred rel l2 error: 0.238, cumulative reward pred abs error: 0.177
train_loss=3.826, state pred rel l2 error: 0.263, cumulative reward pred abs error: 0.177
train_loss=3.689, state pred rel l2 error: 0.265, cumulative reward pred abs error: 0.176
train_loss=3.830, state pred rel l2 error: 0.236, cumulative reward pred abs error: 0.175
train_loss=3.981, state pred rel l2 error: 0.231, cumulative reward pred abs error: 0.173
train_loss=3.711, state pred rel l2 error: 0.234, cumulative reward pred abs error: 0.173
train_loss=3.851, state pred rel l2 error: 0.234, cumulative reward pred abs error: 0.173
train_loss=3.806, state pred rel l2 error: 0.250, cumulative reward pred abs error: 0.172
train_loss=3.560, state pred rel l2 error: 0.233, cumulative reward pred abs error: 0.171
train_loss=3.871, state pred rel l2 error: 0.240, cumulative reward pred abs error: 0.171
train_loss=3.845, state pred rel l2 error: 0.229, cumulative reward pred abs error: 0.170
train_loss=3.432, state pred rel l2 error: 0.235, cumulative reward pred abs error: 0.169
train_loss=3.671, state pred rel l2 error: 0.232, cumulative reward pred abs error: 0.168
train_loss=3.597, state pred rel l2 error: 0.229, cumulative reward pred abs error: 0.168
train_loss=3.563, state pred rel l2 error: 0.224, cumulative reward pred abs error: 0.166
train_loss=3.766, state pred rel l2 error: 0.228, cumulative reward pred abs error: 0.166
train_loss=3.623, state pred rel l2 error: 0.222, cumulative reward pred abs error: 0.165
train_loss=3.897, state pred rel l2 error: 0.226, cumulative reward pred abs error: 0.166
train_loss=3.874, state pred rel l2 error: 0.228, cumulative reward pred abs error: 0.164
train_loss=3.594, state pred rel l2 error: 0.217, cumulative reward pred abs error: 0.163
train_loss=3.740, state pred rel l2 error: 0.219, cumulative reward pred abs error: 0.162
train_loss=3.926, state pred rel l2 error: 0.214, cumulative reward pred abs error: 0.161
train_loss=3.658, state pred rel l2 error: 0.216, cumulative reward pred abs error: 0.162
train_loss=3.733, state pred rel l2 error: 0.218, cumulative reward pred abs error: 0.163
train_loss=3.662, state pred rel l2 error: 0.219, cumulative reward pred abs error: 0.161
train_loss=3.913, state pred rel l2 error: 0.214, cumulative reward pred abs error: 0.160
train_loss=3.749, state pred rel l2 error: 0.214, cumulative reward pred abs error: 0.160
train_loss=3.738, state pred rel l2 error: 0.212, cumulative reward pred abs error: 0.159
train_loss=3.750, state pred rel l2 error: 0.216, cumulative reward pred abs error: 0.159
train_loss=3.863, state pred rel l2 error: 0.215, cumulative reward pred abs error: 0.158
train_loss=3.733, state pred rel l2 error: 0.210, cumulative reward pred abs error: 0.157
train_loss=3.467, state pred rel l2 error: 0.213, cumulative reward pred abs error: 0.156
train_loss=3.816, state pred rel l2 error: 0.214, cumulative reward pred abs error: 0.156
train_loss=3.692, state pred rel l2 error: 0.212, cumulative reward pred abs error: 0.156
train_loss=3.499, state pred rel l2 error: 0.210, cumulative reward pred abs error: 0.155
train_loss=3.599, state pred rel l2 error: 0.214, cumulative reward pred abs error: 0.156
train_loss=3.606, state pred rel l2 error: 0.209, cumulative reward pred abs error: 0.155
train_loss=3.767, state pred rel l2 error: 0.212, cumulative reward pred abs error: 0.155
train_loss=3.502, state pred rel l2 error: 0.208, cumulative reward pred abs error: 0.155
train_loss=3.405, state pred rel l2 error: 0.211, cumulative reward pred abs error: 0.154
train_loss=3.426, state pred rel l2 error: 0.213, cumulative reward pred abs error: 0.154
train_loss=3.736, state pred rel l2 error: 0.210, cumulative reward pred abs error: 0.154
train_loss=3.672, state pred rel l2 error: 0.216, cumulative reward pred abs error: 0.154
train_loss=3.681, state pred rel l2 error: 0.209, cumulative reward pred abs error: 0.154
train_loss=3.877, state pred rel l2 error: 0.210, cumulative reward pred abs error: 0.152
train_loss=3.715, state pred rel l2 error: 0.211, cumulative reward pred abs error: 0.152
train_loss=3.484, state pred rel l2 error: 0.211, cumulative reward pred abs error: 0.152
train_loss=3.915, state pred rel l2 error: 0.210, cumulative reward pred abs error: 0.151
train_loss=3.614, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.152
train_loss=3.411, state pred rel l2 error: 0.211, cumulative reward pred abs error: 0.151
train_loss=3.647, state pred rel l2 error: 0.207, cumulative reward pred abs error: 0.151
train_loss=3.894, state pred rel l2 error: 0.210, cumulative reward pred abs error: 0.151
train_loss=3.500, state pred rel l2 error: 0.208, cumulative reward pred abs error: 0.152
train_loss=3.774, state pred rel l2 error: 0.211, cumulative reward pred abs error: 0.153
train_loss=3.761, state pred rel l2 error: 0.210, cumulative reward pred abs error: 0.152
train_loss=3.609, state pred rel l2 error: 0.208, cumulative reward pred abs error: 0.150
train_loss=3.556, state pred rel l2 error: 0.209, cumulative reward pred abs error: 0.150
train_loss=3.675, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.150
train_loss=3.525, state pred rel l2 error: 0.208, cumulative reward pred abs error: 0.152
train_loss=3.416, state pred rel l2 error: 0.211, cumulative reward pred abs error: 0.153
train_loss=3.797, state pred rel l2 error: 0.210, cumulative reward pred abs error: 0.150
train_loss=3.932, state pred rel l2 error: 0.211, cumulative reward pred abs error: 0.150
train_loss=3.719, state pred rel l2 error: 0.208, cumulative reward pred abs error: 0.150
train_loss=3.495, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.152
train_loss=3.593, state pred rel l2 error: 0.205, cumulative reward pred abs error: 0.150
train_loss=3.770, state pred rel l2 error: 0.208, cumulative reward pred abs error: 0.152
train_loss=3.560, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.150
train_loss=3.391, state pred rel l2 error: 0.207, cumulative reward pred abs error: 0.151
train_loss=3.379, state pred rel l2 error: 0.208, cumulative reward pred abs error: 0.150
train_loss=3.534, state pred rel l2 error: 0.205, cumulative reward pred abs error: 0.151
train_loss=3.640, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.149
train_loss=3.798, state pred rel l2 error: 0.211, cumulative reward pred abs error: 0.149
train_loss=3.597, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.149
train_loss=3.558, state pred rel l2 error: 0.205, cumulative reward pred abs error: 0.150
train_loss=3.650, state pred rel l2 error: 0.204, cumulative reward pred abs error: 0.150
train_loss=3.548, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.150
train_loss=3.877, state pred rel l2 error: 0.205, cumulative reward pred abs error: 0.151
train_loss=3.595, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.151
train_loss=3.320, state pred rel l2 error: 0.205, cumulative reward pred abs error: 0.148
train_loss=3.670, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.147
train_loss=3.711, state pred rel l2 error: 0.204, cumulative reward pred abs error: 0.148
train_loss=3.528, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.148
train_loss=3.527, state pred rel l2 error: 0.208, cumulative reward pred abs error: 0.147
train_loss=3.503, state pred rel l2 error: 0.205, cumulative reward pred abs error: 0.149
train_loss=3.760, state pred rel l2 error: 0.204, cumulative reward pred abs error: 0.148
train_loss=3.611, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.148
train_loss=3.624, state pred rel l2 error: 0.204, cumulative reward pred abs error: 0.148
train_loss=3.969, state pred rel l2 error: 0.204, cumulative reward pred abs error: 0.147
train_loss=3.845, state pred rel l2 error: 0.205, cumulative reward pred abs error: 0.148
train_loss=3.924, state pred rel l2 error: 0.208, cumulative reward pred abs error: 0.148
train_loss=4.137, state pred rel l2 error: 0.202, cumulative reward pred abs error: 0.149
train_loss=3.569, state pred rel l2 error: 0.204, cumulative reward pred abs error: 0.149
train_loss=3.444, state pred rel l2 error: 0.204, cumulative reward pred abs error: 0.148
train_loss=3.637, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.148
train_loss=3.632, state pred rel l2 error: 0.205, cumulative reward pred abs error: 0.149
train_loss=3.781, state pred rel l2 error: 0.205, cumulative reward pred abs error: 0.148
train_loss=3.495, state pred rel l2 error: 0.204, cumulative reward pred abs error: 0.147
train_loss=3.380, state pred rel l2 error: 0.205, cumulative reward pred abs error: 0.148
train_loss=3.720, state pred rel l2 error: 0.202, cumulative reward pred abs error: 0.148
train_loss=3.769, state pred rel l2 error: 0.202, cumulative reward pred abs error: 0.147
train_loss=3.570, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.147
train_loss=3.519, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.146
train_loss=3.517, state pred rel l2 error: 0.204, cumulative reward pred abs error: 0.147
train_loss=3.434, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.148
train_loss=4.179, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.147
train_loss=3.767, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.147
train_loss=3.803, state pred rel l2 error: 0.206, cumulative reward pred abs error: 0.145
train_loss=3.912, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.148
train_loss=4.151, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.147
train_loss=3.665, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.149
train_loss=3.607, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.146
train_loss=3.641, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.148
train_loss=3.716, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.145
train_loss=3.859, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.146
train_loss=3.730, state pred rel l2 error: 0.202, cumulative reward pred abs error: 0.147
train_loss=3.636, state pred rel l2 error: 0.202, cumulative reward pred abs error: 0.145
train_loss=3.633, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.145
train_loss=3.537, state pred rel l2 error: 0.203, cumulative reward pred abs error: 0.145
train_loss=3.558, state pred rel l2 error: 0.202, cumulative reward pred abs error: 0.145
train_loss=3.728, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
train_loss=3.798, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
train_loss=3.464, state pred rel l2 error: 0.204, cumulative reward pred abs error: 0.145
train_loss=3.684, state pred rel l2 error: 0.202, cumulative reward pred abs error: 0.145
train_loss=3.464, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
train_loss=3.609, state pred rel l2 error: 0.202, cumulative reward pred abs error: 0.146
train_loss=3.652, state pred rel l2 error: 0.201, cumulative reward pred abs error: 0.145
