(400, 13) (100, 13)
train_loss=1.832, state pred rel l2 error: 1.614, cumulative reward pred abs error: 0.869
train_loss=2.083, state pred rel l2 error: 1.429, cumulative reward pred abs error: 0.868
train_loss=1.914, state pred rel l2 error: 1.540, cumulative reward pred abs error: 0.866
train_loss=1.667, state pred rel l2 error: 1.189, cumulative reward pred abs error: 0.865
train_loss=1.787, state pred rel l2 error: 1.477, cumulative reward pred abs error: 0.863
train_loss=1.650, state pred rel l2 error: 1.092, cumulative reward pred abs error: 0.861
train_loss=1.844, state pred rel l2 error: 1.148, cumulative reward pred abs error: 0.860
train_loss=1.894, state pred rel l2 error: 1.425, cumulative reward pred abs error: 0.858
train_loss=1.507, state pred rel l2 error: 1.013, cumulative reward pred abs error: 0.856
train_loss=1.444, state pred rel l2 error: 0.999, cumulative reward pred abs error: 0.855
train_loss=1.757, state pred rel l2 error: 0.854, cumulative reward pred abs error: 0.853
train_loss=1.398, state pred rel l2 error: 0.641, cumulative reward pred abs error: 0.852
train_loss=1.459, state pred rel l2 error: 0.709, cumulative reward pred abs error: 0.850
train_loss=1.487, state pred rel l2 error: 0.860, cumulative reward pred abs error: 0.849
train_loss=1.310, state pred rel l2 error: 0.590, cumulative reward pred abs error: 0.848
train_loss=1.373, state pred rel l2 error: 0.611, cumulative reward pred abs error: 0.846
train_loss=1.382, state pred rel l2 error: 0.780, cumulative reward pred abs error: 0.845
train_loss=1.350, state pred rel l2 error: 0.883, cumulative reward pred abs error: 0.843
train_loss=1.334, state pred rel l2 error: 0.692, cumulative reward pred abs error: 0.842
train_loss=1.179, state pred rel l2 error: 0.905, cumulative reward pred abs error: 0.840
train_loss=1.335, state pred rel l2 error: 0.789, cumulative reward pred abs error: 0.839
train_loss=1.171, state pred rel l2 error: 0.887, cumulative reward pred abs error: 0.838
train_loss=1.562, state pred rel l2 error: 0.575, cumulative reward pred abs error: 0.837
train_loss=1.330, state pred rel l2 error: 0.687, cumulative reward pred abs error: 0.835
train_loss=1.352, state pred rel l2 error: 0.659, cumulative reward pred abs error: 0.834
train_loss=1.304, state pred rel l2 error: 0.850, cumulative reward pred abs error: 0.832
train_loss=1.257, state pred rel l2 error: 0.589, cumulative reward pred abs error: 0.831
train_loss=1.195, state pred rel l2 error: 0.640, cumulative reward pred abs error: 0.830
train_loss=1.626, state pred rel l2 error: 0.581, cumulative reward pred abs error: 0.829
train_loss=1.139, state pred rel l2 error: 0.419, cumulative reward pred abs error: 0.828
train_loss=1.282, state pred rel l2 error: 0.487, cumulative reward pred abs error: 0.826
train_loss=1.221, state pred rel l2 error: 0.475, cumulative reward pred abs error: 0.825
train_loss=1.184, state pred rel l2 error: 0.571, cumulative reward pred abs error: 0.823
train_loss=1.132, state pred rel l2 error: 0.533, cumulative reward pred abs error: 0.822
train_loss=1.051, state pred rel l2 error: 0.471, cumulative reward pred abs error: 0.821
train_loss=1.093, state pred rel l2 error: 0.470, cumulative reward pred abs error: 0.819
train_loss=1.035, state pred rel l2 error: 0.533, cumulative reward pred abs error: 0.817
train_loss=1.150, state pred rel l2 error: 0.419, cumulative reward pred abs error: 0.816
train_loss=0.997, state pred rel l2 error: 0.423, cumulative reward pred abs error: 0.814
train_loss=1.090, state pred rel l2 error: 0.334, cumulative reward pred abs error: 0.813
train_loss=1.097, state pred rel l2 error: 0.459, cumulative reward pred abs error: 0.811
train_loss=1.020, state pred rel l2 error: 0.336, cumulative reward pred abs error: 0.810
train_loss=0.958, state pred rel l2 error: 0.339, cumulative reward pred abs error: 0.808
train_loss=0.978, state pred rel l2 error: 0.354, cumulative reward pred abs error: 0.807
train_loss=0.971, state pred rel l2 error: 0.276, cumulative reward pred abs error: 0.806
train_loss=0.930, state pred rel l2 error: 0.385, cumulative reward pred abs error: 0.804
train_loss=0.930, state pred rel l2 error: 0.286, cumulative reward pred abs error: 0.802
train_loss=0.924, state pred rel l2 error: 0.282, cumulative reward pred abs error: 0.800
train_loss=0.927, state pred rel l2 error: 0.317, cumulative reward pred abs error: 0.799
train_loss=0.918, state pred rel l2 error: 0.412, cumulative reward pred abs error: 0.797
train_loss=0.929, state pred rel l2 error: 0.408, cumulative reward pred abs error: 0.795
train_loss=0.906, state pred rel l2 error: 0.246, cumulative reward pred abs error: 0.793
train_loss=0.940, state pred rel l2 error: 0.269, cumulative reward pred abs error: 0.791
