(400, 13) (100, 13)
train_loss=3.199, state pred rel l2 error: 1.968, cumulative reward pred abs error: 0.815
train_loss=2.251, state pred rel l2 error: 1.814, cumulative reward pred abs error: 0.813
train_loss=0.253, state pred rel l2 error: 1.176, cumulative reward pred abs error: 0.810
train_loss=0.113, state pred rel l2 error: 1.194, cumulative reward pred abs error: 0.810
train_loss=3.091, state pred rel l2 error: 1.254, cumulative reward pred abs error: 0.811
train_loss=0.507, state pred rel l2 error: 1.504, cumulative reward pred abs error: 0.806
train_loss=1.140, state pred rel l2 error: 2.063, cumulative reward pred abs error: 0.806
train_loss=-0.473, state pred rel l2 error: 0.919, cumulative reward pred abs error: 0.807
train_loss=0.161, state pred rel l2 error: 1.524, cumulative reward pred abs error: 0.805
train_loss=0.847, state pred rel l2 error: 1.328, cumulative reward pred abs error: 0.802
train_loss=-0.025, state pred rel l2 error: 1.806, cumulative reward pred abs error: 0.801
train_loss=-0.055, state pred rel l2 error: 2.147, cumulative reward pred abs error: 0.801
train_loss=0.006, state pred rel l2 error: 0.780, cumulative reward pred abs error: 0.800
train_loss=1.707, state pred rel l2 error: 1.697, cumulative reward pred abs error: 0.800
train_loss=-0.634, state pred rel l2 error: 0.761, cumulative reward pred abs error: 0.794
train_loss=1.258, state pred rel l2 error: 0.641, cumulative reward pred abs error: 0.791
train_loss=-0.441, state pred rel l2 error: 2.362, cumulative reward pred abs error: 0.786
train_loss=-1.115, state pred rel l2 error: 1.676, cumulative reward pred abs error: 0.790
train_loss=-0.461, state pred rel l2 error: 2.024, cumulative reward pred abs error: 0.794
train_loss=3.224, state pred rel l2 error: 0.788, cumulative reward pred abs error: 0.785
train_loss=-1.162, state pred rel l2 error: 1.227, cumulative reward pred abs error: 0.781
train_loss=-0.648, state pred rel l2 error: 3.309, cumulative reward pred abs error: 0.778
train_loss=-0.801, state pred rel l2 error: 1.882, cumulative reward pred abs error: 0.782
train_loss=-1.059, state pred rel l2 error: 0.646, cumulative reward pred abs error: 0.781
train_loss=0.544, state pred rel l2 error: 1.800, cumulative reward pred abs error: 0.779
train_loss=-0.176, state pred rel l2 error: 1.280, cumulative reward pred abs error: 0.767
train_loss=-0.007, state pred rel l2 error: 2.795, cumulative reward pred abs error: 0.762
train_loss=-0.798, state pred rel l2 error: 0.590, cumulative reward pred abs error: 0.771
train_loss=-1.347, state pred rel l2 error: 2.443, cumulative reward pred abs error: 0.769
train_loss=-1.184, state pred rel l2 error: 0.782, cumulative reward pred abs error: 0.766
train_loss=-1.132, state pred rel l2 error: 0.925, cumulative reward pred abs error: 0.762
train_loss=-0.511, state pred rel l2 error: 0.937, cumulative reward pred abs error: 0.758
train_loss=-0.682, state pred rel l2 error: 1.246, cumulative reward pred abs error: 0.757
train_loss=-0.013, state pred rel l2 error: 1.735, cumulative reward pred abs error: 0.756
train_loss=-0.108, state pred rel l2 error: 1.628, cumulative reward pred abs error: 0.756
train_loss=0.036, state pred rel l2 error: 1.766, cumulative reward pred abs error: 0.749
train_loss=-0.952, state pred rel l2 error: 1.600, cumulative reward pred abs error: 0.752
train_loss=-0.721, state pred rel l2 error: 1.154, cumulative reward pred abs error: 0.749
train_loss=-0.166, state pred rel l2 error: 1.283, cumulative reward pred abs error: 0.746
train_loss=-1.220, state pred rel l2 error: 1.543, cumulative reward pred abs error: 0.744
train_loss=3.710, state pred rel l2 error: 2.615, cumulative reward pred abs error: 0.736
train_loss=1.848, state pred rel l2 error: 1.476, cumulative reward pred abs error: 0.741
train_loss=0.406, state pred rel l2 error: 1.526, cumulative reward pred abs error: 0.737
train_loss=0.126, state pred rel l2 error: 0.682, cumulative reward pred abs error: 0.738
train_loss=-0.462, state pred rel l2 error: 2.135, cumulative reward pred abs error: 0.732
train_loss=-1.365, state pred rel l2 error: 0.759, cumulative reward pred abs error: 0.727
train_loss=-1.784, state pred rel l2 error: 1.045, cumulative reward pred abs error: 0.725
train_loss=0.701, state pred rel l2 error: 2.463, cumulative reward pred abs error: 0.724
train_loss=-1.522, state pred rel l2 error: 1.599, cumulative reward pred abs error: 0.733
train_loss=-1.339, state pred rel l2 error: 1.534, cumulative reward pred abs error: 0.727
train_loss=-1.235, state pred rel l2 error: 1.445, cumulative reward pred abs error: 0.723
train_loss=-1.126, state pred rel l2 error: 1.901, cumulative reward pred abs error: 0.727
train_loss=0.282, state pred rel l2 error: 1.916, cumulative reward pred abs error: 0.723
train_loss=0.855, state pred rel l2 error: 1.424, cumulative reward pred abs error: 0.715
train_loss=-0.948, state pred rel l2 error: 2.820, cumulative reward pred abs error: 0.726
train_loss=0.244, state pred rel l2 error: 3.330, cumulative reward pred abs error: 0.723
train_loss=-0.818, state pred rel l2 error: 1.227, cumulative reward pred abs error: 0.710
train_loss=1.248, state pred rel l2 error: 2.153, cumulative reward pred abs error: 0.707
train_loss=-0.664, state pred rel l2 error: 1.589, cumulative reward pred abs error: 0.697
train_loss=-0.732, state pred rel l2 error: 0.580, cumulative reward pred abs error: 0.696
train_loss=0.509, state pred rel l2 error: 0.930, cumulative reward pred abs error: 0.695
train_loss=-0.414, state pred rel l2 error: 1.328, cumulative reward pred abs error: 0.690
train_loss=-0.327, state pred rel l2 error: 1.388, cumulative reward pred abs error: 0.694
train_loss=-1.111, state pred rel l2 error: 0.515, cumulative reward pred abs error: 0.687
train_loss=-0.619, state pred rel l2 error: 0.920, cumulative reward pred abs error: 0.681
train_loss=-0.565, state pred rel l2 error: 1.201, cumulative reward pred abs error: 0.668
train_loss=-0.299, state pred rel l2 error: 1.797, cumulative reward pred abs error: 0.665
train_loss=-1.512, state pred rel l2 error: 1.866, cumulative reward pred abs error: 0.664
train_loss=-1.500, state pred rel l2 error: 1.166, cumulative reward pred abs error: 0.674
train_loss=-1.338, state pred rel l2 error: 2.050, cumulative reward pred abs error: 0.671
train_loss=-1.594, state pred rel l2 error: 1.211, cumulative reward pred abs error: 0.650
train_loss=-1.562, state pred rel l2 error: 1.446, cumulative reward pred abs error: 0.653
train_loss=-1.089, state pred rel l2 error: 1.049, cumulative reward pred abs error: 0.667
train_loss=-0.698, state pred rel l2 error: 1.535, cumulative reward pred abs error: 0.666
train_loss=-1.237, state pred rel l2 error: 1.175, cumulative reward pred abs error: 0.653
train_loss=-1.610, state pred rel l2 error: 2.431, cumulative reward pred abs error: 0.644
train_loss=-1.356, state pred rel l2 error: 1.425, cumulative reward pred abs error: 0.645
train_loss=-1.048, state pred rel l2 error: 1.668, cumulative reward pred abs error: 0.629
train_loss=-1.443, state pred rel l2 error: 1.428, cumulative reward pred abs error: 0.629
train_loss=-0.940, state pred rel l2 error: 0.798, cumulative reward pred abs error: 0.627
train_loss=-0.128, state pred rel l2 error: 2.875, cumulative reward pred abs error: 0.608
train_loss=-0.459, state pred rel l2 error: 0.590, cumulative reward pred abs error: 0.621
train_loss=-1.282, state pred rel l2 error: 0.734, cumulative reward pred abs error: 0.619
train_loss=-1.527, state pred rel l2 error: 1.442, cumulative reward pred abs error: 0.609
train_loss=-1.033, state pred rel l2 error: 0.949, cumulative reward pred abs error: 0.614
train_loss=-1.537, state pred rel l2 error: 1.050, cumulative reward pred abs error: 0.618
train_loss=-1.529, state pred rel l2 error: 0.902, cumulative reward pred abs error: 0.604
train_loss=-0.325, state pred rel l2 error: 1.749, cumulative reward pred abs error: 0.604
train_loss=-0.817, state pred rel l2 error: 1.007, cumulative reward pred abs error: 0.603
train_loss=-1.423, state pred rel l2 error: 1.069, cumulative reward pred abs error: 0.587
train_loss=0.722, state pred rel l2 error: 2.069, cumulative reward pred abs error: 0.566
train_loss=-1.553, state pred rel l2 error: 1.000, cumulative reward pred abs error: 0.579
train_loss=0.751, state pred rel l2 error: 1.873, cumulative reward pred abs error: 0.587
train_loss=-2.095, state pred rel l2 error: 0.966, cumulative reward pred abs error: 0.572
train_loss=-0.211, state pred rel l2 error: 1.214, cumulative reward pred abs error: 0.567
train_loss=-1.873, state pred rel l2 error: 0.573, cumulative reward pred abs error: 0.570
train_loss=-2.022, state pred rel l2 error: 1.722, cumulative reward pred abs error: 0.566
train_loss=-1.239, state pred rel l2 error: 1.121, cumulative reward pred abs error: 0.535
train_loss=-0.983, state pred rel l2 error: 1.144, cumulative reward pred abs error: 0.530
train_loss=-1.922, state pred rel l2 error: 1.136, cumulative reward pred abs error: 0.525
train_loss=-1.438, state pred rel l2 error: 0.936, cumulative reward pred abs error: 0.523
train_loss=-1.442, state pred rel l2 error: 1.271, cumulative reward pred abs error: 0.521
train_loss=-1.539, state pred rel l2 error: 0.825, cumulative reward pred abs error: 0.521
train_loss=-1.851, state pred rel l2 error: 1.006, cumulative reward pred abs error: 0.521
train_loss=-2.528, state pred rel l2 error: 0.717, cumulative reward pred abs error: 0.516
train_loss=-2.052, state pred rel l2 error: 0.978, cumulative reward pred abs error: 0.509
train_loss=-2.115, state pred rel l2 error: 0.740, cumulative reward pred abs error: 0.511
train_loss=-1.627, state pred rel l2 error: 0.760, cumulative reward pred abs error: 0.500
train_loss=-0.823, state pred rel l2 error: 0.865, cumulative reward pred abs error: 0.497
train_loss=-1.665, state pred rel l2 error: 1.293, cumulative reward pred abs error: 0.504
train_loss=-2.230, state pred rel l2 error: 2.336, cumulative reward pred abs error: 0.516
train_loss=-1.645, state pred rel l2 error: 1.076, cumulative reward pred abs error: 0.493
train_loss=-2.298, state pred rel l2 error: 0.929, cumulative reward pred abs error: 0.481
train_loss=-1.709, state pred rel l2 error: 1.044, cumulative reward pred abs error: 0.489
train_loss=-1.220, state pred rel l2 error: 0.713, cumulative reward pred abs error: 0.480
train_loss=-1.585, state pred rel l2 error: 1.485, cumulative reward pred abs error: 0.470
train_loss=-1.761, state pred rel l2 error: 0.338, cumulative reward pred abs error: 0.457
train_loss=-1.682, state pred rel l2 error: 1.051, cumulative reward pred abs error: 0.447
train_loss=-2.152, state pred rel l2 error: 0.373, cumulative reward pred abs error: 0.434
train_loss=-1.212, state pred rel l2 error: 1.327, cumulative reward pred abs error: 0.438
train_loss=-2.296, state pred rel l2 error: 0.652, cumulative reward pred abs error: 0.434
train_loss=3.922, state pred rel l2 error: 0.697, cumulative reward pred abs error: 0.456
train_loss=-1.742, state pred rel l2 error: 1.394, cumulative reward pred abs error: 0.451
train_loss=-2.969, state pred rel l2 error: 1.207, cumulative reward pred abs error: 0.444
train_loss=-1.131, state pred rel l2 error: 1.496, cumulative reward pred abs error: 0.422
train_loss=-2.571, state pred rel l2 error: 0.821, cumulative reward pred abs error: 0.389
train_loss=-2.433, state pred rel l2 error: 1.196, cumulative reward pred abs error: 0.401
train_loss=-2.836, state pred rel l2 error: 1.551, cumulative reward pred abs error: 0.355
train_loss=-2.157, state pred rel l2 error: 1.370, cumulative reward pred abs error: 0.362
train_loss=-3.021, state pred rel l2 error: 1.407, cumulative reward pred abs error: 0.366
train_loss=-2.482, state pred rel l2 error: 1.744, cumulative reward pred abs error: 0.342
train_loss=-1.363, state pred rel l2 error: 0.699, cumulative reward pred abs error: 0.351
train_loss=-3.034, state pred rel l2 error: 1.514, cumulative reward pred abs error: 0.333
train_loss=-3.167, state pred rel l2 error: 0.577, cumulative reward pred abs error: 0.350
train_loss=-2.059, state pred rel l2 error: 0.733, cumulative reward pred abs error: 0.351
train_loss=-2.345, state pred rel l2 error: 0.669, cumulative reward pred abs error: 0.338
train_loss=-3.176, state pred rel l2 error: 1.126, cumulative reward pred abs error: 0.339
train_loss=-3.532, state pred rel l2 error: 1.423, cumulative reward pred abs error: 0.320
train_loss=-3.586, state pred rel l2 error: 2.324, cumulative reward pred abs error: 0.345
train_loss=-3.281, state pred rel l2 error: 0.351, cumulative reward pred abs error: 0.303
train_loss=-3.547, state pred rel l2 error: 0.976, cumulative reward pred abs error: 0.302
train_loss=-0.600, state pred rel l2 error: 0.346, cumulative reward pred abs error: 0.293
train_loss=-3.282, state pred rel l2 error: 0.881, cumulative reward pred abs error: 0.275
train_loss=-1.924, state pred rel l2 error: 0.610, cumulative reward pred abs error: 0.273
train_loss=-3.433, state pred rel l2 error: 1.388, cumulative reward pred abs error: 0.262
train_loss=-2.203, state pred rel l2 error: 1.549, cumulative reward pred abs error: 0.271
train_loss=-1.510, state pred rel l2 error: 0.681, cumulative reward pred abs error: 0.294
train_loss=-3.392, state pred rel l2 error: 0.938, cumulative reward pred abs error: 0.287
train_loss=-2.698, state pred rel l2 error: 1.116, cumulative reward pred abs error: 0.274
train_loss=-3.527, state pred rel l2 error: 0.567, cumulative reward pred abs error: 0.268
train_loss=-2.086, state pred rel l2 error: 0.766, cumulative reward pred abs error: 0.269
train_loss=-3.799, state pred rel l2 error: 0.690, cumulative reward pred abs error: 0.260
train_loss=-3.277, state pred rel l2 error: 1.002, cumulative reward pred abs error: 0.256
train_loss=-3.753, state pred rel l2 error: 0.497, cumulative reward pred abs error: 0.255
train_loss=-1.988, state pred rel l2 error: 0.530, cumulative reward pred abs error: 0.252
train_loss=-3.676, state pred rel l2 error: 0.546, cumulative reward pred abs error: 0.244
train_loss=-3.284, state pred rel l2 error: 0.597, cumulative reward pred abs error: 0.247
train_loss=-3.664, state pred rel l2 error: 0.852, cumulative reward pred abs error: 0.248
train_loss=-4.082, state pred rel l2 error: 1.283, cumulative reward pred abs error: 0.243
train_loss=-2.557, state pred rel l2 error: 1.269, cumulative reward pred abs error: 0.236
train_loss=-3.617, state pred rel l2 error: 0.518, cumulative reward pred abs error: 0.241
train_loss=-3.250, state pred rel l2 error: 0.815, cumulative reward pred abs error: 0.242
train_loss=-3.927, state pred rel l2 error: 0.797, cumulative reward pred abs error: 0.247
train_loss=-2.214, state pred rel l2 error: 1.026, cumulative reward pred abs error: 0.245
train_loss=-3.346, state pred rel l2 error: 1.369, cumulative reward pred abs error: 0.246
train_loss=0.102, state pred rel l2 error: 0.674, cumulative reward pred abs error: 0.240
train_loss=-1.736, state pred rel l2 error: 0.318, cumulative reward pred abs error: 0.238
train_loss=-2.809, state pred rel l2 error: 2.411, cumulative reward pred abs error: 0.251
train_loss=-2.932, state pred rel l2 error: 1.215, cumulative reward pred abs error: 0.236
train_loss=-1.473, state pred rel l2 error: 0.675, cumulative reward pred abs error: 0.238
train_loss=-3.090, state pred rel l2 error: 1.900, cumulative reward pred abs error: 0.240
train_loss=-2.450, state pred rel l2 error: 1.111, cumulative reward pred abs error: 0.237
train_loss=0.267, state pred rel l2 error: 1.381, cumulative reward pred abs error: 0.235
train_loss=-1.812, state pred rel l2 error: 1.251, cumulative reward pred abs error: 0.232
train_loss=-2.247, state pred rel l2 error: 0.973, cumulative reward pred abs error: 0.234
train_loss=3.379, state pred rel l2 error: 1.859, cumulative reward pred abs error: 0.232
train_loss=-2.409, state pred rel l2 error: 0.973, cumulative reward pred abs error: 0.234
train_loss=-2.151, state pred rel l2 error: 1.745, cumulative reward pred abs error: 0.228
train_loss=-2.236, state pred rel l2 error: 2.206, cumulative reward pred abs error: 0.251
train_loss=-2.404, state pred rel l2 error: 0.921, cumulative reward pred abs error: 0.231
train_loss=-2.087, state pred rel l2 error: 1.381, cumulative reward pred abs error: 0.233
train_loss=-2.023, state pred rel l2 error: 1.550, cumulative reward pred abs error: 0.229
train_loss=-1.901, state pred rel l2 error: 2.601, cumulative reward pred abs error: 0.223
train_loss=-2.953, state pred rel l2 error: 2.436, cumulative reward pred abs error: 0.278
train_loss=-0.722, state pred rel l2 error: 1.046, cumulative reward pred abs error: 0.231
train_loss=-0.807, state pred rel l2 error: 1.170, cumulative reward pred abs error: 0.223
train_loss=-2.578, state pred rel l2 error: 2.064, cumulative reward pred abs error: 0.233
train_loss=-3.201, state pred rel l2 error: 1.618, cumulative reward pred abs error: 0.233
train_loss=-0.896, state pred rel l2 error: 2.028, cumulative reward pred abs error: 0.224
train_loss=-1.678, state pred rel l2 error: 1.066, cumulative reward pred abs error: 0.228
train_loss=-2.609, state pred rel l2 error: 0.800, cumulative reward pred abs error: 0.218
train_loss=-3.012, state pred rel l2 error: 1.122, cumulative reward pred abs error: 0.227
train_loss=-2.842, state pred rel l2 error: 0.762, cumulative reward pred abs error: 0.234
train_loss=-1.047, state pred rel l2 error: 1.636, cumulative reward pred abs error: 0.254
train_loss=-3.237, state pred rel l2 error: 1.223, cumulative reward pred abs error: 0.231
train_loss=-2.277, state pred rel l2 error: 2.459, cumulative reward pred abs error: 0.244
train_loss=-2.891, state pred rel l2 error: 0.603, cumulative reward pred abs error: 0.213
train_loss=-2.242, state pred rel l2 error: 0.617, cumulative reward pred abs error: 0.216
train_loss=-2.632, state pred rel l2 error: 2.370, cumulative reward pred abs error: 0.227
train_loss=-2.310, state pred rel l2 error: 0.825, cumulative reward pred abs error: 0.212
train_loss=-0.061, state pred rel l2 error: 0.760, cumulative reward pred abs error: 0.211
train_loss=-2.995, state pred rel l2 error: 0.885, cumulative reward pred abs error: 0.207
train_loss=-2.974, state pred rel l2 error: 0.796, cumulative reward pred abs error: 0.210
train_loss=-3.133, state pred rel l2 error: 1.027, cumulative reward pred abs error: 0.211
train_loss=2.043, state pred rel l2 error: 1.158, cumulative reward pred abs error: 0.209
train_loss=-3.158, state pred rel l2 error: 1.358, cumulative reward pred abs error: 0.216
train_loss=-2.691, state pred rel l2 error: 0.865, cumulative reward pred abs error: 0.210
train_loss=-2.307, state pred rel l2 error: 0.393, cumulative reward pred abs error: 0.205
train_loss=-2.497, state pred rel l2 error: 3.222, cumulative reward pred abs error: 0.206
train_loss=-2.359, state pred rel l2 error: 1.679, cumulative reward pred abs error: 0.209
train_loss=-2.356, state pred rel l2 error: 0.991, cumulative reward pred abs error: 0.201
train_loss=-3.312, state pred rel l2 error: 1.248, cumulative reward pred abs error: 0.204
train_loss=-2.662, state pred rel l2 error: 1.009, cumulative reward pred abs error: 0.198
train_loss=-1.484, state pred rel l2 error: 2.884, cumulative reward pred abs error: 0.197
train_loss=-3.414, state pred rel l2 error: 1.484, cumulative reward pred abs error: 0.205
train_loss=-3.345, state pred rel l2 error: 0.670, cumulative reward pred abs error: 0.207
train_loss=-3.695, state pred rel l2 error: 4.022, cumulative reward pred abs error: 0.228
train_loss=-1.267, state pred rel l2 error: 1.069, cumulative reward pred abs error: 0.200
train_loss=-3.419, state pred rel l2 error: 1.468, cumulative reward pred abs error: 0.209
train_loss=-2.606, state pred rel l2 error: 1.194, cumulative reward pred abs error: 0.211
train_loss=-2.786, state pred rel l2 error: 2.738, cumulative reward pred abs error: 0.206
train_loss=-2.244, state pred rel l2 error: 1.088, cumulative reward pred abs error: 0.191
train_loss=-2.558, state pred rel l2 error: 1.706, cumulative reward pred abs error: 0.192
train_loss=-3.312, state pred rel l2 error: 1.473, cumulative reward pred abs error: 0.190
train_loss=-3.342, state pred rel l2 error: 2.034, cumulative reward pred abs error: 0.223
train_loss=-2.703, state pred rel l2 error: 0.876, cumulative reward pred abs error: 0.199
train_loss=-3.400, state pred rel l2 error: 0.912, cumulative reward pred abs error: 0.193
train_loss=-3.289, state pred rel l2 error: 1.222, cumulative reward pred abs error: 0.199
train_loss=-2.764, state pred rel l2 error: 0.773, cumulative reward pred abs error: 0.190
train_loss=-2.943, state pred rel l2 error: 0.734, cumulative reward pred abs error: 0.189
train_loss=-3.525, state pred rel l2 error: 1.806, cumulative reward pred abs error: 0.195
train_loss=-3.651, state pred rel l2 error: 4.495, cumulative reward pred abs error: 0.201
train_loss=-3.139, state pred rel l2 error: 1.162, cumulative reward pred abs error: 0.201
train_loss=-3.592, state pred rel l2 error: 0.982, cumulative reward pred abs error: 0.189
train_loss=-1.178, state pred rel l2 error: 1.171, cumulative reward pred abs error: 0.187
train_loss=-3.384, state pred rel l2 error: 1.066, cumulative reward pred abs error: 0.188
train_loss=-3.135, state pred rel l2 error: 0.936, cumulative reward pred abs error: 0.184
train_loss=-2.077, state pred rel l2 error: 1.646, cumulative reward pred abs error: 0.184
train_loss=-2.472, state pred rel l2 error: 1.058, cumulative reward pred abs error: 0.192
train_loss=-3.389, state pred rel l2 error: 1.653, cumulative reward pred abs error: 0.190
train_loss=-2.251, state pred rel l2 error: 0.449, cumulative reward pred abs error: 0.183
train_loss=-3.279, state pred rel l2 error: 1.763, cumulative reward pred abs error: 0.186
train_loss=-2.839, state pred rel l2 error: 0.587, cumulative reward pred abs error: 0.183
train_loss=-1.286, state pred rel l2 error: 0.577, cumulative reward pred abs error: 0.181
train_loss=-2.845, state pred rel l2 error: 1.568, cumulative reward pred abs error: 0.185
train_loss=-1.907, state pred rel l2 error: 1.388, cumulative reward pred abs error: 0.182
train_loss=-1.783, state pred rel l2 error: 1.054, cumulative reward pred abs error: 0.182
train_loss=0.252, state pred rel l2 error: 1.183, cumulative reward pred abs error: 0.181
